정책ID,정책서비스ID,서비스명,태그-신청절차,태그-지원유형,태그-지역(시도),태그-지역(시군구),태그-기업규모,태그-업종(대분류),태그-업력(시작),태그-업력(종료)
5520,533000000584,축산농가 소독시설 설치 지원,오프라인,기타,경상남도,통영시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5521,534000000268,귀농·귀촌 정착 지원(귀농 농업창업 및 주택구입지원 사업),오프라인,"현금,현물",경상남도,사천시,무관,"농업, 임업 및 어업",0.0,0.0
5522,648000000947,경남 1인 자영업자 고용보험 및 산재보험 지원사업,복합,"현금,현물",경상남도,전체,중소기업/소상공인,보건업 및 사회복지 서비스업,0.0,0.0
5523,540000000554,친환경농업 직불금 지급,복합,"현금,현물",경상남도,함안군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5524,540000000204,FTA 피해보전직불금 지원,오프라인,"현금,현물",경상남도,함안군,무관,"농업, 임업 및 어업/도매 및 소매업",0.0,0.0
5525,533000000588,축산물 판매단계 위생개선 지원,오프라인,기타,경상남도,통영시,중소기업/소상공인,"농업, 임업 및 어업/도매 및 소매업",0.0,0.0
5526,533000000260,계란 마킹기 지원,오프라인,"현금,현물",경상남도,통영시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5527,533000000587,축산물 HACCP컨설팅  지원 사업,오프라인,"현금,현물",경상남도,통영시,중소기업/소상공인,"농업, 임업 및 어업/제조업/전문, 과학 및 기술 서비스업",0.0,0.0
5528,533000000282,구제역 백신 접종비 지원,오프라인,"현금,현물",경상남도,통영시,무관,"농업, 임업 및 어업",0.0,0.0
5529,547000000402,농작물 재해보험 지원,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업",0.0,0.0
5530,536000000348,딸기 하우스 시설현대화 지원,오프라인,기타,경상남도,밀양시,무관,"농업, 임업 및 어업",0.0,0.0
5531,545000000241,고품질쌀 유통활성화 지원,오프라인,"현금,현물",경상남도,산청군,무관,"농업, 임업 및 어업/제조업/건설업/전문, 과학 및 기술 서비스업",0.0,0.0
5532,535000000707,기본형 공익직불제사업,오프라인,"현금,현물",경상남도,김해시,중소기업/소상공인,"농업, 임업 및 어업/건설업/도매 및 소매업",0.0,0.0
5533,547000000394,농어촌진흥기금 융자,오프라인,"현금,현물",경상남도,거창군,무관,"농업, 임업 및 어업/제조업/도매 및 소매업",0.0,0.0
5534,542000000465,(예비)사회적기업 일자리 창출 지원,온라인,"현금,현물",경상남도,고성군,중소기업/소상공인,무관,0.0,0.0
5535,540000000289,농약 안전사용 장비 지원,오프라인,기타,경상남도,함안군,무관,"농업, 임업 및 어업",0.0,0.0
5536,534000000393,수출주력품종 육성 지원,오프라인,"현금,현물",경상남도,사천시,중소기업/소상공인,교육 서비스업,0.0,0.0
5537,533000000583,축산농가 감염성 폐기물 처리비 지원,오프라인,기타,경상남도,통영시,중소기업/소상공인,"농업, 임업 및 어업/수도, 하수 및 폐기물 처리, 원료 재생업",0.0,0.0
5539,548000000731,풍수해보험료 지원,온라인,"현금,현물",경상남도,합천군,소상공인,"농업, 임업 및 어업",0.0,0.0
5540,545000000289,농산물 산지유통시설지원(농산물산지유통센터 건립),복합,정보제공,경상남도,산청군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5541,535000000650,축산농가 감염성 폐기물 처리비 지원,오프라인,기타,경상남도,김해시,중소기업/소상공인,"농업, 임업 및 어업/수도, 하수 및 폐기물 처리, 원료 재생업",0.0,0.0
5542,542000000553,(예비)사회적기업 시설장비비 지원,오프라인,"현금,현물",경상남도,고성군,중소기업/소상공인,무관,0.0,0.0
5543,537000001269,유기질비료 지원,오프라인,"현금,현물",경상남도,거제시,무관,"농업, 임업 및 어업",0.0,0.0
5544,535000000655,축산물 직거래 활성화 지원,오프라인,정보제공,경상남도,김해시,중소기업/소상공인,"농업, 임업 및 어업/제조업/도매 및 소매업",0.0,0.0
5547,611000006755,중소기업육성자금 지원,오프라인,"현금,현물",경상남도,통영시,중소기업/소상공인,"전기, 가스, 증기 및 공기 조절 공급업/전문, 과학 및 기술 서비스업",0.0,0.0
5548,536000000199,농기계 임대사업 이용료 감면,오프라인,"현금,현물",경상남도,밀양시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5549,536000000579,특용작물생산시설 현대화 지원,오프라인,기타,경상남도,밀양시,무관,"농업, 임업 및 어업",0.0,0.0
5550,535000000543,예방백신 지원,오프라인,"현금,현물",경상남도,김해시,무관,"농업, 임업 및 어업",0.0,0.0
5551,547000000622,경상남도 창업기업 신규고용인력 보조금 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,무관,0.0,84.0
5552,PTR000054880,축사시설 현대화,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"농업, 임업 및 어업/건설업/전문, 과학 및 기술 서비스업",0.0,0.0
5553,535000000656,축산물 판매단계 위생개선 지원,오프라인,기타,경상남도,김해시,중소기업/소상공인,"농업, 임업 및 어업/도매 및 소매업",0.0,0.0
5554,535000000460,브랜드 축산물 디자인·포장재 개발 지원,오프라인,기타,경상남도,김해시,중소기업/소상공인,"농업, 임업 및 어업/도매 및 소매업",0.0,0.0
5555,535000000367,구제역 백신 접종비 지원,오프라인,"현금,현물",경상남도,김해시,무관,"농업, 임업 및 어업",0.0,0.0
5556,542000000726,화훼 유통시설 및 장비확충 지원,오프라인,기타,경상남도,고성군,무관,"농업, 임업 및 어업",0.0,0.0
5557,540000000345,논활용(논이모작) 직접지불금 지원,오프라인,기타,경상남도,함안군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5558,533000000476,(예비) 사회적기업 시설·장비구매비 지원,오프라인,"현금,현물",경상남도,통영시,중소기업/소상공인,무관,0.0,0.0
5559,540000000394,쌀 전업농 정보신문 구독료 지원,오프라인,기타,경상남도,함안군,무관,"농업, 임업 및 어업",0.0,0.0
5560,535000000652,축산농가 소독약품비 지원,오프라인,기타,경상남도,김해시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5561,547000000356,국내 기업 투자촉진지구 입주기업 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,무관,0.0,0.0
5562,535000000651,축산농가 소독시설 설치 지원,오프라인,기타,경상남도,김해시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5563,540000000555,유기농업자재지원 사업,오프라인,"현금,현물",경상남도,함안군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5564,544000000517,자활 근로 지원,오프라인,정보제공,경상남도,하동군,무관,"전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
5565,SD0000005484,중소기업 에너지 진단 개선 지원,복합,"현금,현물",경상남도,전체,중소기업/소상공인,무관,0.0,0.0
5566,544000000630,화훼 유통시설 및 장비확충 지원,오프라인,기타,경상남도,하동군,무관,"농업, 임업 및 어업",0.0,0.0
5567,567000000678,창업 기업 신규 고용인력 보조금 지원,오프라인,"현금,현물",경상남도,창원시,중소기업/소상공인,"전문, 과학 및 기술 서비스업",0.0,84.0
5568,536000000532,지역공동체일자리사업,복합,"현금,현물/정보제공",경상남도,밀양시,중소기업/소상공인,"사업시설 관리, 사업 지원 및 임대 서비스업",0.0,0.0
5569,611000006760,거창군 중소기업 육성기금 이차보전 지원,오프라인,"현금,현물",경상남도,거창군,중소기업/소상공인,"전문, 과학 및 기술 서비스업",0.0,0.0
5571,534000000267,국내 기업 투자촉진지구 입주기업 지원,오프라인,"현금,현물",경상남도,사천시,중소기업/소상공인,"전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
5572,535000000244,자활기금 운용,오프라인,"현금,현물",경상남도,김해시,무관,"전문, 과학 및 기술 서비스업",0.0,0.0
5573,534000000001,창업기업 신규 고용인력 보조금 지원,오프라인,"현금,현물",경상남도,사천시,중소기업/소상공인,무관,0.0,84.0
5574,548000000600,외국인투자유치를 위한 지방세 감면,오프라인,"현금,현물",경상남도,합천군,무관,무관,0.0,0.0
5575,535000000578,자활 근로 지원,오프라인,정보제공,경상남도,김해시,무관,"전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
5576,537000001048,경상남도 벼 재배농가 경영안정자금 지원,오프라인,기타,경상남도,거제시,무관,"농업, 임업 및 어업",0.0,0.0
5577,533000000379,브랜드 축산물 디자인·포장재 개발 지원,오프라인,"현금,현물",경상남도,통영시,중소기업/소상공인,"농업, 임업 및 어업/도매 및 소매업",0.0,0.0
5578,535000000240,김해시 식품제조가공업 시설기준 특례조례,오프라인,기타,경상남도,김해시,중소기업/소상공인,"농업, 임업 및 어업/제조업",0.0,0.0
5580,505000000556,축산물 HACCP 컨설팅 자금 지원,오프라인,"현금,현물",경상북도,경주시,중소기업/소상공인,"농업, 임업 및 어업/제조업/도매 및 소매업/전문, 과학 및 기술 서비스업",0.0,0.0
5581,513000000355,공유(시유) 재산 사용료 및 대부료 감면,오프라인,"현금,현물",경상북도,경산시,무관,"농업, 임업 및 어업/공공 행정, 국방 및 사회보장 행정",0.0,0.0
5582,502000000507,수산물 산지 가공시설 설치 지원(생활),오프라인,복지,경상북도,포항시,중소기업/소상공인,"농업, 임업 및 어업/제조업",0.0,0.0
5583,505000000531,친환경농산물판로확대택배비지원,오프라인,"현금,현물",경상북도,경주시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5584,510000000320,야생동물에 의한 농작물 피해보상금 지급,오프라인,"현금,현물",경상북도,영천시,무관,"농업, 임업 및 어업",0.0,0.0
5585,507000000097,정보화 농업인 육성 지원,오프라인,"교육,용역",경상북도,안동시,무관,"농업, 임업 및 어업/교육 서비스업",0.0,0.0
5586,000000433690,노인 활동보조기 지원,오프라인,"현금,현물",경상북도,김천시,중소기업/소상공인,보건업 및 사회복지 서비스업,0.0,0.0
5588,647000000001,경북 일자리종합센터 지원,온라인,"정보제공/민원,상담,법률",경상북도,전체,무관,"사업시설 관리, 사업 지원 및 임대 서비스업/교육 서비스업",0.0,0.0
5589,513000000060,외국인 투자유치 지원을 위한 재산세 감면,오프라인,"현금,현물",경상북도,경산시,중소기업/소상공인,무관,0.0,0.0
5590,526000000065,토양검정실 운영,오프라인,정보제공,경상북도,울릉군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5591,522000000053,조사료 생산 기반 확충 지원,오프라인,"현금,현물",경상북도,칠곡군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5592,525000000073,시설원예현대화지원(일반원예시설),오프라인,"현금,현물",경상북도,울진군,무관,"농업, 임업 및 어업/전기, 가스, 증기 및 공기 조절 공급업",0.0,0.0
5593,522000000048,축산농가 소독약품 지원,오프라인,"현금,현물",경상북도,칠곡군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5594,525000000128,"병해충 예찰단 운영 및 예찰, 방제 지원",오프라인,정보제공,경상북도,울진군,무관,"농업, 임업 및 어업/교육 서비스업",0.0,0.0
5595,525000000134,농산물 GAP 기본 교육 지원,오프라인,"교육,용역",경상북도,울진군,무관,"농업, 임업 및 어업/교육 서비스업",0.0,0.0
5596,522000000052,송아지 생산 안정 지원,오프라인,"현금,현물",경상북도,칠곡군,무관,무관,0.0,0.0
5597,647000000033,농작물 재해보험료 지원,오프라인,"현금,현물",경상북도,전체,무관,무관,0.0,0.0
5598,525000000135,지역 특화작물 육성 기반 조성 지원,오프라인,"교육,용역",경상북도,울진군,무관,"농업, 임업 및 어업",0.0,0.0
5599,525000000119,농작업 환경개선 편이 장비 지원,오프라인,"현금,현물",경상북도,울진군,무관,"농업, 임업 및 어업/부동산업/교육 서비스업",0.0,0.0
5600,525000000080,농업에너지이용효율화지원,오프라인,"현금,현물",경상북도,울진군,중소기업/소상공인,"농업, 임업 및 어업/전기, 가스, 증기 및 공기 조절 공급업/건설업",0.0,0.0
5601,513000000025,농작물 재해보험 지원,오프라인,"현금,현물",경상북도,경산시,무관,"농업, 임업 및 어업",0.0,0.0
5602,522000000049,조류 F 낭병 예방약품 지원,오프라인,"현금,현물",경상북도,칠곡군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
5603,522000000051,가축재해보험료 지원,오프라인,"현금,현물",경상북도,칠곡군,무관,"농업, 임업 및 어업",0.0,0.0
5604,507000000073,농업재해보험 보험료 지원,오프라인,"현금,현물",경상북도,안동시,무관,"농업, 임업 및 어업",0.0,0.0
5605,522000000054,말 산업 육성 지원,오프라인,"현금,현물",경상북도,칠곡군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
